# key|material|stem|correct|correct reason|wrong~reason|wrong~reason|wrong~reason
16.0|自擬梗概：開頭寫「我以為勇敢就是不害怕」，全文寫帶着恐懼完成一次救助。|哪個結尾最能形成有發展的首尾呼應？|原來勇敢，是害怕時仍願意做該做的事|回應開頭理解，並以經歷修正它，主題收束。|勇敢這個詞共有兩個字~形式資料沒有回應經歷意義。|那天的天氣比前一天暖一些~若無情節關聯，只是旁枝細節。|下一篇我想介紹另一座城市~另起話題，未收束本文。
16.1|自擬梗概：文章寫參與社區服務後，對鄰里關係有了新體會。|哪句最合適作有根據的展望？|下次再見需要幫忙的鄰居，我願先走近一步|由已寫體會推向未來行動，延伸主題。|從今以後社區不會再有任何困難~無法由一次服務推出此絕對結果。|我已證明所有人的想法都相同~超出經歷所能支持。|故事到此結束，前文資料全部無須理會~不構成主題延伸。
16.2|自擬情境：一篇寫珍惜家人陪伴的文章，準備以詩句作結。|最適當的選句原則是甚麼？|與前文情感相扣，凝練收束主題|結尾引文應深化已有內容，不是展示引文收藏。|與前文毫無關係，令讀者猜另一主題~會破壞收束。|盡量比正文更長，取代所有經歷~長引文不能取代全文發展。|只選作者名氣最大者，不考慮意思~名氣不能代替語境適切性。
16.3|自擬結尾：「既然一次耐心聆聽就能減少誤會，我們又何必急着下判斷呢？」|這個反問最主要強調甚麼？|應先耐心聆聽，不宜急下判斷|問句含確定立場，承接前述理由。|作者不知道聆聽是否有用~前半已肯定聆聽可減少誤會。|讀者必須立即提供一個日期~非資料詢問。|任何判斷都應永久取消~反對的是急下判斷，不是一概取消判斷。
16.4|自擬梗概：全文先寫幾次面對挫折的經歷，直到末段才明說「成長，是願意承認不足並重新出發」。|這個結尾的結構作用最恰當是哪項？|在篇末點明前文共同指向的主題|前文蓄積經歷，末段明志點題，屬卒章顯志。|把已在首句明說的論點逐字再抄~梗概明說直到末段才點明。|補充另一件無關事件作為插敘~不是旁出事件。|先設疑團卻完全不予回應~末段是在闡明主題，非留下事件謎團。
16.5|自擬梗概：全文論述核對消息來源、比較不同證據及承認未確定之處。|哪句最適合總結全文？|審慎判斷須查來源、比證據，並保留合理疑問|概括三部分共同主張，沒有加入未論證的新結論。|所有消息只要廣泛流傳就可以相信~與核對來源和證據的方向相反。|只要找到一條支持自己的材料便可定論~忽略比較證據和不確定性。|作者去年讀過很多新聞報道~個人資料不能概括三項主張。
17.0|自擬題目：問句「難道一次失敗就能否定所有努力嗎？」主要用甚麼修辭加強語氣？|哪個作答最準確指出手法？|反問，以問句否定一次失敗足以抹煞努力|名稱與語境實意相扣，不混列其他手法。|設問，等待讀者提供失敗的次數~句中包含確定否定，不是索取數據。|引用，援引失敗者已說過的名言~没有外来引语资料。|比喻，把努力比作一件具體物品~没有本體喻體相似關係。
17.1|自擬片段：他把最後一碗粥推到妹妹面前，自己端起空碗。題目要求以行動證明他先照顧妹妹。|哪項最適合作直接文本證據？|把最後一碗粥推到妹妹面前|動作直接顯示把僅有食物給妹妹，最扣所問。|片段採用了第三人稱敘述~人稱不能直接證明照顧妹妹。|這個故事的主題十分感人~泛評不是文本證據。|所有哥哥都會照顧妹妹~普遍斷言不是本句證據。
17.2|自擬分析：「作者用了比喻，所以生動形象。」原句是「回憶像潮水一陣陣湧來」。|若要補足「如何成立」，應加入哪項？|以潮水比回憶，取接連湧至的相似|交代本體、喻體及相似點，才說清比喻。|作者用了修辭，所以文筆優美~仍是空泛評語，沒解釋關係。|原句共出現了若干漢字~字數不能說明比喻成立。|潮水通常出現在海邊~只解釋喻體背景，未連回回憶。
17.3|自擬片段：「門軸吱呀一響，他立刻縮回伸出的手。」題目問「立刻縮回」的表達作用。|哪項解說最具體？|急速退縮的動作表現他當下的緊張|扣住動作速度及語境，指出具體情態。|使內容更加生動，提高文章可讀性~過於空泛，沒有說突出甚麼。|交代他日後必定不再走近此門~推測未來超出片段。|證明門軸的材料比其他房屋差~材料沒有品質比較依據。
17.4|自擬材料：前文寫人物初時自負，後文寫他承認錯誤。結句是「這一次，他終於聽完了別人的話」。|哪項最能扣連上下文解釋「終於」？|標示由自負到願意聽取意見的轉變|「這一次」「終於」對照之前態度，結合後文認錯形成轉變。|只表示對話發生在一天中最晚的時間~語境重點是態度變化，非時刻最晚。|只為句子增加兩個字，使音節相同~忽略詞語在前後文的意義。|證明他以前從未聽見任何聲音~「聽完別人的話」不是聽覺能力問題。
